"id";"title";"authors";"subjectsPOR";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages"
"USP_fdedd70371041bcc601eb1a36f3b80a9";"Desenvolvimento de ferramenta computacional para obtenção automática de deslocamento e anotação de outros parâmetros em testes comportamentais do tipo campo aberto";"primary[Isabela Maria de Oliveira(NA)]";"";"USP";"masterThesis";"openAccess";"2018";"https://doi.org/10.11606/D.76.2018.tde-16102018-103153";"masterThesis";"por"
"USP_20a90d700688eac9468715f78da3e61d";"Urban freight transport measures in São Paulo metropolitan area.";"primary[Maristela Alves Ferreira Destro(NA)]";"";"USP";"masterThesis";"openAccess";"2021";"https://doi.org/10.11606/D.3.2021.tde-12082022-101111";"masterThesis";"eng"
"UPM_f08fb631507aa2c9b94d526d82db05e6";"Identificação de manipulação no mercado financeiro de ações e derivativos por Spoofing e Layering";"primary[Saldanha, Mateus Alves(http://lattes.cnpq.br/8077724101946101)]";"manipulação|Spoofing Layering|mercado|Machine Learning|Market Data|Renda Variável|Adaboost, kMeans|Apriori";"MACKENZIE";"masterThesis";"openAccess";"2019";"http://dspace.mackenzie.br/handle/10899/24501";"masterThesis";"por"
"UPM_cbf0f151dd0b3b94e51538c9a51c4355";"Identificação de manipulação no mercado financeiro de ações e derivativos por spoofing e layering";"primary[Saldanha, Mateus Alves(http://lattes.cnpq.br/8077724101946101)]";"manipulação|spoofing layering|mercado|machine learning|market data|renda variável|adaboost|kmeans|apriori";"MACKENZIE";"masterThesis";"openAccess";"2019";"http://dspace.mackenzie.br/handle/10899/24491";"masterThesis";"por"
"UPM_acc09f964df2f851a140dcd31dec2a15";"Desenvolvimento de algoritmos de sincronismo e estimação de canal no GNU radio companion para o sistema ISDB-T";"primary[Sapia, Thiago Montanaro(http://lattes.cnpq.br/4765930618047563)]";"ISDB-T|SDR|rádio definido por software|GNU radio";"MACKENZIE";"masterThesis";"openAccess";"2017";"http://dspace.mackenzie.br/handle/10899/24450";"masterThesis";"por"
"USP_39f654173206521ed819350e961db1cc";"Analysis Project - análise de música simbólica por padrões";"primary[Robson Dias(NA)]";"";"USP";"doctoralThesis";"openAccess";"2020";"https://doi.org/10.11606/T.27.2020.tde-02032021-132147";"doctoralThesis";"por"
"UNB_ee9e65492d3d23b70fc695a95e07a72c";"Integridade topológica em sistemas de bancos de dados espaciais";"primary[Andrade, Luiz Claudio Oliveira de(NA)]";"";"UNB";"masterThesis";"openAccess";"2018";"http://repositorio.unb.br/handle/10482/34641";"masterThesis";"por"
"USP_6b69c67e8d89d0514150f3a1d0fdeaf3";"Modelagem dos impactos hidrológicos decorrentes de alterações do uso e ocupação do solo em bacia hidrográfica rural";"primary[Gabriel de Miranda Alcantara(NA)]";"";"USP";"masterThesis";"openAccess";"2018";"https://doi.org/10.11606/D.18.2019.tde-17062019-151443";"masterThesis";"por"
"UFEI_a3e537e657cc8747ae719c959caab831";"Utilização de algoritmos evolutivos para a síntese de circuitos CMOS: o estado da arte.";"primary[BONAFÉ, Douglas Sandy(NA)]";"";"UNIFEI";"masterThesis";"openAccess";"2018";"https://repositorio.unifei.edu.br/jspui/handle/123456789/1493";"masterThesis";"por"
"INPE_e8933c72a08c49af32e00908f91be548";"Applied computing to study structural and enviromental properties of SDSS's galaxies / Computação aplicada ao estudo das propriedades estruturais e ambientais de galáxias do SDSS";"primary[Diego Herbin Stalder Diaz(NA)]";"";"INPE";"doctoralThesis";"openAccess";"2017";"http://urlib.net/sid.inpe.br/mtc-m21b/2017/05.01.11.27";"doctoralThesis";"eng"
"UFC-7_3087a45b16a172d785cda5f16eeead95";"Sistema de automação distribuído: uma abordagem baseada em multiagente aplicada a sistemas de distribuição de energia elétrica em média tensão";"primary[Sampaio, Raimundo Furtado(NA)]";"Engenharia elétrica|Redes elétricas inteligentes|Energia elétrica - Distribuição|Energia elétrica - Automação|Smart grids|Multiagent system|Distributed systems|Electric power distribution system";"UFC";"doctoralThesis";"openAccess";"2017";"http://www.repositorio.ufc.br/handle/riufc/28423";"doctoralThesis";"por"
"UNICAMP-30_37770eb7bb8473a197d2a0625243d6b3";"Uma abordagem de otimização para o problema da programação do plano de manutenções de veículos";"primary[Nascimento, Renan Alves do, 1991-(NA)]";"Manutenção|Planejamento|Veículos a motor - Frotas - Administração|Programação (Matemática)|Otimização matemática|Heurística (Computação)|Maintenance|Planning|Motor vehicles - Fleets - Administration|Programming (Mathematics)|Mathematical optimization|Heuristics (Computer science)";"UNICAMP";"masterThesis";"openAccess";"2019";"https://hdl.handle.net/20.500.12733/1639993";"masterThesis";"por"
"SCAR_f92dcbc94870b925da8b5d1881c218cc";"Desenvolvimento e implementação de modelos de cálculo para análise térmica microclimática em ambiente SIG";"primary[Favretto, Ana Paula Oliveira(NA)]";"Conforto ambiental|Conforto térmico urbano|Ilha de calor urbana|Índice de área frontal|Planejamento urbano|Ventilação urbana|Superfície de cobertura do solo|Modelo simplificado|SIG";"UFSCAR";"doctoralThesis";"openAccess";"2021";"https://repositorio.ufscar.br/handle/ufscar/14284";"doctoralThesis";"por"
"UFPR_e8ab88dc3d74d8d73791b6251039c7ce";"Automação de fotobiorreatores para cultivo de microalgas em regime contínuo visando aumento da produtividade";"primary[D'Agostin, Diego Araújo de Lima(NA)]";"Microalga|Engenharia de Materiais e Metalurgia|Biocombustíveis|Biomassa|Teses";"UFPR";"masterThesis";"openAccess";"2017";"https://hdl.handle.net/1884/63461";"masterThesis";"por"
"UFPR_3020c802aa277a958c5845ad36295d05";"Mapeamento de genes nif publicados no NCBI usando conceitos de mineração de dados e inteligência artificial";"primary[Gehlen, Michelly Alves Coutinho(NA)]";"Teses|Mapeamento cromossômico|Redes neurais (Computação)|Inteligencia artificial|Nitrogenio - Fixação|Mineração de dados (Computação)|Genomas";"UFPR";"masterThesis";"openAccess";"2012";"http://hdl.handle.net/1884/25531";"masterThesis";"por"
"UFPR_b0a7d35ba102cc02a962a91027976053";"Biotex : mineração de textos inspirada em técnicas de bioinformática";"primary[Machado, Diogo de Jesus Soares(NA)]";"Mineração de dados (Computação)|Bioinformática";"UFPR";"masterThesis";"openAccess";"2020";"https://hdl.handle.net/1884/69573";"masterThesis";"por"
"INPE_720bbb621f6cd1f0696aa208694ddd45";"3DBMO: um gerador de séries temporais canônicas para estudar a dependência dimensional do espectro de potências em sistemas físicos complexos";"primary[Paulo Giovani de Faria Zeferino(NA)]";"";"INPE";"masterThesis";"openAccess";"2017";"http://urlib.net/sid.inpe.br/mtc-m21b/2017/02.07.14.27";"masterThesis";"por"
"UERJ_4c97c990f5605b163fd8f2f83e9d291d";"Os cavaleiros imaginários de Terry Gilliam: uma análise da transição da figura do cavaleiro medieval da literatura para o cinema";"primary[Reis, Caroline Moreira(http://lattes.cnpq.br/8996280617618704)]";"Arquétipos|Cinema|Intertextualidade|Gilliam, Terry - Crítica e interpretação|Arquétipos na literatura|Cavaleiros e cavalaria na literatura|Cinema e literatura";"UERJ";"doctoralThesis";"openAccess";"2014";"http://www.bdtd.uerj.br/handle/1/6104";"doctoralThesis";"por"
"UTFPR-12_1fe9985a02bd9b375282fe8d8d1f5f9d";"Utilização de redes neurais artificiais para classificação de farinha de trigo em uma indústria de biscoitos e massas";"primary[Spancerski, Jandrei Sartori(http://lattes.cnpq.br/3679627342546710)]";"Redes neurais (Computação)|Farinha de trigo|Pesquisa industrial|Neural networks (Computer science)|Flour|Research, Industrial";"UTFPR";"masterThesis";"openAccess";"2020";"http://repositorio.utfpr.edu.br/jspui/handle/1/25456";"masterThesis";"por"
"UFC-7_e0a2938d0cb853d61019f1e00b904617";"Machine learning algorithms to solve statistical problems";"primary[Souza, Fábio Hemerson Araújo de(NA)]";"Inteligência artiﬁcial|Aprendizado de máquina|Algoritmos|PIPE|Redes neurais|Artiﬁcial inteligence|Machine learning|Algorithms|Neural Network";"UFC";"masterThesis";"openAccess";"2020";"http://www.repositorio.ufc.br/handle/riufc/56651";"masterThesis";"eng"
"UFC-7_5feb658505e32b5be1cc7a94b3fbe7d2";"Posicionamento eficiente de chaves em rede de distribuição utilizando algoritmo multiobjetivo com validação de solução por meio de verificação de restrições";"primary[Leite, Fabricio da Rocha(NA)]";"Engenharia elétrica|Energia elétrica - Otimização|Energia elétrica - Distribuição - Proteção|Localização de falhas|Optimization in electrical systems|Switch placement|Particle swarm optimization";"UFC";"masterThesis";"openAccess";"2019";"http://www.repositorio.ufc.br/handle/riufc/40316";"masterThesis";"por"
"UFC-7_1a7d36f8ea21bd0d32631b71523da6af";"Desenvolvimento de método de mapeamento do ruído de tráfego rodoviário em áreas urbanas utilizando SIG de acesso aberto e validação na cidade de Fortaleza";"primary[Peixoto, Nara Gabriela de Mesquita(NA)]";"Poluição sonora|Ruído de tráfego|Mapeamento acústico|Softwares SIG";"UFC";"masterThesis";"openAccess";"2020";"http://www.repositorio.ufc.br/handle/riufc/61665";"masterThesis";"por"
"UNICAMP-30_8d030adf7f4bc50fba1fe3a523f2675e";"Metodologia generalizada para análise em regime permanente de sistema de distribuição de energia elétrica";"primary[Barbosa, Tiago de Moraes, 1988-(NA)]";"Sistemas de energia elétrica - Distribuidor de carga|Fluxo de carga elétrica|Análise harmônica|Curtos-circuitos|Electric power systems|Harmonic Analysis|Short circuits";"UNICAMP";"masterThesis";"openAccess";"2014";"https://hdl.handle.net/20.500.12733/1623179";"masterThesis";""
"UNICAMP-30_a43a9dd69421106acd7bc7f25c8a7f6a";"Desenvolvimento e integração de ambiente 3D de simulação para algoritmos de navegação por imagem";"primary[Bastos, Vinicius Benites, 1991-(NA)]";"Robótica|Processamento de imagens|Blender (Programa de computador)|Simulação|Robotics|Image processing|Blender (Computer program)|Simulation";"UNICAMP";"masterThesis";"openAccess";"2015";"https://hdl.handle.net/20.500.12733/1627343";"masterThesis";""
"UNICAMP-30_21a99d7dab08c6a384112da5e6d238ea";"Software de controle para sistema de processamento de materiais e dispositivos por laser ultravioleta";"primary[Domingues, Patricia Silva, 1985-(NA)]";"Lasers|Programação (Computadores)|Laser|Programming (Computer)";"UNICAMP";"masterThesis";"openAccess";"2015";"https://hdl.handle.net/20.500.12733/1627413";"masterThesis";""
"UNICAMP-30_59464bc646e21c8f6b6a3acf5d75e1fe";"Análise e implementação do fluxo de transporte de televisão digital aos sistemas SBTVD e DVB-T : Analysis and implementation of digital television transport stream for SBTVD and DVB-T systems";"primary[Chicaíza Gómez, Andrés Felipe, 1987-(NA)]";"Televisão digital|Interatividade|Sincronização|Middleware|Digital television|Synchronization|Interactivity";"UNICAMP";"masterThesis";"openAccess";"2016";"https://hdl.handle.net/20.500.12733/1630611";"masterThesis";""
"UNICAMP-30_60331b508bfd1043f03bad39a8b77518";"Extended tomography : from basics to mapping mouse brains = Tomografia estendida: do básico até o mapeamento de cérebro de camundongos";"primary[Vescovi, Rafael Ferreira da Costa, 1989-(NA)]";"Tomografia|Tomografia computadorizada por raios X|Mapeamento cerebral|Raios X|Tomography|X-rays computed tomography|Brain mapping|X-rays";"UNICAMP";"doctoralThesis";"openAccess";"2017";"https://hdl.handle.net/20.500.12733/1631742";"doctoralThesis";""
"UNICAMP-30_22a5405e7531bbeb17acb21c90b2dde8";"Modelagem matemática de otimização para análise técnica e econômica de investimentos em energia solar fotovoltaica : um estudo de caso na FCA-UNICAMP";"primary[Berquó, Lucas Gomes Pereira, 1993-(NA)]";"Programação linear inteira mista|Pesquisa operacional|Sistemas de energia fotovoltaica|Mixed-integer linear programming|Operational research|Photovoltaic power systems";"UNICAMP";"masterThesis";"openAccess";"2019";"https://hdl.handle.net/20.500.12733/1639325";"masterThesis";"por"
"UNICAMP-30_b988836ae6d75afb1f40f38775fe97c1";"Avaliação de mecanismos para acesso a bancos de dados heterogeneos atraves da WEB";"primary[Silva, Edmar Edilton da(NA)]";"Linguagem de programação (Computadores)|World Wide Web (Sistema de recuperação da informação)|Banco de dados relacionais|Java (Linguagem de programação de computador)";"UNICAMP";"masterThesis";"openAccess";"2001";"https://hdl.handle.net/20.500.12733/1590869";"masterThesis";"por"
"UNICAMP-30_b4ae52de1faeb17343ea78797dedb98d";"Modelagem e resolução de um problema para desenhar a disposição de um sistema de manufatura celular com múltiplos níveis";"primary[Rodríguez Jiménez, Luis Fernando, 1992-(NA)]";"Células de fabricação|Meta-heurística|Manufacturing cells|Metaheuristic";"UNICAMP";"masterThesis";"openAccess";"2021";"https://hdl.handle.net/20.500.12733/3710";"masterThesis";"por"
"PUC_RIO-1_ed545643b141ada387feb0f0baa44e89";"SEGMENTAÇÃO SEMÂNTICA DE VAGAS DE EMPREGO: ESTUDO COMPARATIVO DE ALGORITMOS CLÁSSICOS DE APRENDIZADO DE MÁQUINA";"primary[DAVID EVANDRO AMORIM MARTINS(NA)]";"";"PUC_RIO";"masterThesis";"openAccess";"2020";"https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=49087@1|https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=49087@2";"masterThesis";"por"
"PUC_RIO-1_9774ac6570375ec58744062e1692f9e0";"ANÁLISE DO PROCESSO DE CIMENTAÇÃO NA PRESENÇA DE PERDA DE FILTRADO";"primary[SERGIO SANTIAGO RIBEIRO(lattes.cnpq.br/2401419163873267)]";"";"PUC_RIO";"doctoralThesis";"openAccess";"2020";"https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=51280@1|https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=51280@2";"doctoralThesis";"eng"
"PUC_RIO-1_581939d711db93d2f7d6fe4f1ccb1bad";"METHODOLOGY FOR SIZING THE GENERAL CARGO GRID FLEET FOR APPLICATION IN A CONCESSIONAIRE IN THE RAILWAY SECTOR";"primary[PEDRO DUARTE GOMES TOSTES(NA)]";"";"PUC_RIO";"masterThesis";"openAccess";"2022";"https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=57388@1|https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=57388@2";"masterThesis";"por"
"PUC_RIO-1_9c8b94afbbb36e320f1981350feda5b0";"AN OPEN AND EXTENSIBLE MODELING STRATEGY FOR CREATING PLANAR SUBDIVISION MODELS FOR COMPUTATIONAL MECHANICS";"primary[DANILO SILVA BOMFIM(NA)]";"";"PUC_RIO";"masterThesis";"openAccess";"2022";"https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=57409@1|https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=57409@2";"masterThesis";"por"
"UFSC_29ecc0e240d1cb4d13aa0bbe43dfaf2c";"Coeficiente de extinção atmosférica com uma câmera de todo-céu";"primary[Bortolotto, Germano Schamann(NA)]";"";"UFSC";"masterThesis";"openAccess";"2014";"https://repositorio.ufsc.br/xmlui/handle/123456789/129474";"masterThesis";"por"
"UFSC_b137b20834bbf2d153deb48a7aaef88f";"Espectroscopia 3-D de galáxias: síntese de populações estelares e morfologia";"primary[Amorim, André Luiz de(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"2015";"https://repositorio.ufsc.br/xmlui/handle/123456789/160756";"doctoralThesis";"por"
"UFRN_b2dee9f98259100b72188597719e4836";"Speed prediction of a pipeline inspection gauge (PIG) based on differential pressure and acceleration with artificial neural networks";"primary[Freitas, Victor Carvalho Galvão de(NA)]";"Pipeline Inspection Gauge (PIG)|Artificial neural networks|Embedded systems|Raspberry Pi";"UFRN";"doctoralThesis";"openAccess";"2022";"https://repositorio.ufrn.br/handle/123456789/49553";"doctoralThesis";"por"
"UFRN_ead43777c301b0aa3522770669b9c2a6";"neoANT:HILL: uma ferramenta integrada para a detecção de potenciais neoantígenos";"primary[Coêlho, Ana Carolina Miranda Fernandes(NA)]";"Neoantígenos|Câncer|Mutações somáticas|Células T|Moléculas de HLA|Análises imunogenômicas";"UFRN";"masterThesis";"openAccess";"2019";"https://repositorio.ufrn.br/jspui/handle/123456789/27187";"masterThesis";"por"
"UFRN_00258fbdcaf2cb2431bb197dbe426fa2";"Machine learning para predição de reação adversa ao medicamento: aplicação a neonatos em terapia intensiva";"primary[Nascimento, Amanda Roseane Farias do(NA)]";"Medicamento - reações adversas|Reação adversa ao medicamento|Neonato - tratamento intensivo|Machine Learning";"UFRN";"masterThesis";"openAccess";"2022";"https://repositorio.ufrn.br/handle/123456789/46841";"masterThesis";"por"
"URGS_643f24b97a9a8ca287b5cab9a9d786ff";"Otimização de um dissipador de energia metálico cilíndrico ranhurado";"primary[Leon, Diego Henao(NA)]";"Controle estrutural|Vibração : Controle|Dissipação de energia|Otimização";"UFRGS";"masterThesis";"openAccess";"2021";"http://hdl.handle.net/10183/230201";"masterThesis";"por"
"URGS_0a0f2cf38166b544686a40c02a0ef7a3";"Desenvolvimento e comparação de algoritmos de otimização de cava a céu aberto";"primary[Araújo, Luciano dos Santos(NA)]";"Lavra a céu aberto|Lavra : Planejamento";"UFRGS";"masterThesis";"openAccess";"2019";"http://hdl.handle.net/10183/206095";"masterThesis";"por"
"URGS_fd8668047eac0dec8a5a822e50ca7ef7";"Desenho de polígonos e sequenciamento de blocos de minério para planejamento de curto prazo procurando estacionarização dos teores";"primary[Toledo, Augusto Andres Torres(NA)]";"Simulação geoestatística|Linguagens de programação|Lavra : Planejamento";"UFRGS";"masterThesis";"openAccess";"2018";"http://hdl.handle.net/10183/180128";"masterThesis";"por"
"URGS_edd3163767d7b7c06ddd059b37cc4a20";"Design paramétrico a partir da digitalização 3D de geometrias da natureza com padrão de crescimento espiral";"primary[Silva, Luciano Santos da(NA)]";"Digitalização tridimensional|Design|Biônica|Algoritmos|Engenharia reversa";"UFRGS";"masterThesis";"openAccess";"2017";"http://hdl.handle.net/10183/158341";"masterThesis";"por"
"URGS_04f3afe7f120f1c27cf0d6a9299f53e3";"Essential notation for object-relational mapping";"primary[Torres, Alexandre(NA)]";"Modelo : Objetos|Modelo relacional|Modelo entidade : Relacionamento";"UFRGS";"doctoralThesis";"openAccess";"2014";"http://hdl.handle.net/10183/97116";"doctoralThesis";"eng"
"UFPB_b08b6d518c03a9bcf283ec862417c020";"Obtenção de medidas de valvas mitrais a partir de ecocardiograma utilizando processamento digital de imagens";"primary[Barros Filho, Genilton de França(NA)]";"Ecocardiograma|Valva mitral|Processamento digital de imagens|Estenose|Impressão 3D|Echocardiogram|Mitral valve|Digital image processing|Stenosis|3D printing|CNPQ::ENGENHARIAS::ENGENHARIA MECANICA";"UFPB";"masterThesis";"embargoedAccess";"2020";"https://repositorio.ufpb.br/jspui/handle/123456789/18708";"masterThesis";"por"
"UFPB_5fdc6f9da2d26be4be37c9f77bc71653";"Detecção de cárie dentária por fotoluminescência utilizando processamento digital de imagem com inteligência artificial";"primary[Carneiro, Davi Clementino(NA)]";"Diagnóstico bucal|Inteligência artificial|Processamento de imagem assistida por computador|Oral diagnosis|Artificial intelligence|Computer-assisted image processing|CNPQ::CIENCIAS DA SAUDE::ODONTOLOGIA";"UFPB";"masterThesis";"openAccess";"2021";"https://repositorio.ufpb.br/jspui/handle/123456789/22777";"masterThesis";"por"
"UFPB_a487e29504b8abac6dfb0d0d5c62144e";"Reconfiguração de redes de distribuição utilizando algoritmo de Busca Tabu";"primary[Pinheiro Filho, Luiz Otávio(NA)]";"Algoritmos de otimização|Busca tabu|Reconfiguração|OpenDSS|Minimização de perdas|Distância elétrica|Optimization algorithms|Tabu search|Reconfiguration|Loss minimization|Electrical distance|CNPQ::ENGENHARIAS::ENGENHARIA ELETRICA";"UFPB";"masterThesis";"openAccess";"2022";"https://repositorio.ufpb.br/jspui/handle/123456789/22834";"masterThesis";"por"
"P_RS_f92822770d88b94969f850817a448f0b";"A proposal for an architecture to extract information from sms messages during emergency situations";"primary[Monteiro, Douglas Machado(NA)]";"INFORM?TICA|PROCESSAMENTO DA LINGUAGEM NATURAL|RECUPERA??O DA INFORMA??O|CIENCIAS EXATAS E DA TERRA::CIENCIA DA COMPUTACAO";"PUC_RS";"masterThesis";"openAccess";"2015";"http://tede2.pucrs.br/tede2/handle/tede/6013";"masterThesis";"eng"
"P_RS_39accfd7c6870fefe031dcd763572fb2";"Evaluating the performance and improving the usability of parallel and distributed word embedding tools";"primary[Silva, Mateus Lyra da(NA)]";"Word2vec|HPC|Mem?ria distribu?da|Multicomputadores|MPI|OpenMP|Shared memory|Multicomputers|CIENCIA DA COMPUTACAO::TEORIA DA COMPUTACAO";"PUC_RS";"masterThesis";"openAccess";"2020";"http://tede2.pucrs.br/tede2/handle/tede/9245";"masterThesis";"eng"
"P_RS_b00efefa2ac148677f347706590c9d84";"Enhancing the precision of the cell transmission model for ubran mobility planning";"primary[Figlarz, Gabriel Rossi(NA)]";"Traffic Simulation|Cell Transmission Model|Urban Mobility|Simula??o de Tr?nsito|Modelo de Transmiss?o Celular|Mobilidade Urbana|CIENCIA DA COMPUTACAO::TEORIA DA COMPUTACAO";"PUC_RS";"masterThesis";"openAccess";"2021";"http://tede2.pucrs.br/tede2/handle/tede/9676";"masterThesis";"eng"
"USP_baadc6196699e4ab68d8ea73ef5f24b1";"Calibração automática de modelos em elementos finitos por meio de métodos de otimização e análise modal";"primary[Paula de Oliveira Ribeiro(NA)]";"";"USP";"masterThesis";"openAccess";"2019";"https://doi.org/10.11606/D.18.2019.tde-26032019-111142";"masterThesis";"por"
"USP_6edc58346f699df33ab91618ec6973ca";"Simulação da dinâmica de multidões baseada no modelo de forças sociais.";"primary[Maria Carolina Tiburcio Dias Belotti(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.3.2020.tde-19072021-084725";"masterThesis";"por"
"USP_5a855bb010b74ebe030b6aa3c2e00a5f";"Desenvolvimento de um subsistema non-real-time para o gerenciamento de dispositivos periféricos e desenvolvimento de interfaces gráficas";"primary[Pedro Victor Brondino Duarte de Souza(NA)]";"";"USP";"masterThesis";"openAccess";"2016";"https://doi.org/10.11606/D.76.2016.tde-21102016-140615";"masterThesis";"por"
"USP_3c25e37e96c6bd1558ce98163c7fb17a";"Software para orientação de neurocirurgia guiada por um transdutor espacial 3D";"primary[Ana Paula Perini(NA)]";"";"USP";"masterThesis";"openAccess";"2007";"https://doi.org/10.11606/D.59.2007.tde-21012008-203347";"masterThesis";"por"
"USP_a9018c9a1302a3481b03f831754b8791";"Avaliação dos efeitos da danificação e da acustoelasticidade sobre a velocidade de pulso ultrassônico em corpos de prova de concreto submetidos a compressão uniaxial";"primary[Rafaella Moreira Lima Gondim Resende(NA)]";"";"USP";"masterThesis";"openAccess";"2018";"https://doi.org/10.11606/D.18.2018.tde-21052018-121753";"masterThesis";"por"
"USP_cce47588ec3df3498215a031c94174ad";"Estrutura rasa da Bacia do Pantanal com função do receptor, dispersão de ondas superficiais e curva H/V";"primary[Pedro Luiz Arnaldo Moraes(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.14.2022.tde-26042022-204518";"masterThesis";"por"
"USP_5bcd743d3aa0f6e1f5a5cbfacfd02dfe";"Biblioteca, API e IDE para o desenvolvimento de projetos de metodologias de Ressonância Magnética";"primary[Daniel Cosmo Pizetta(NA)]";"";"USP";"masterThesis";"openAccess";"2014";"https://doi.org/10.11606/D.76.2014.tde-28042014-160738";"masterThesis";"por"
"USP_d7c8c26f360f87e0ff40cf66b773269e";"O transporte público em uma estratégia de avaliação da resiliência na mobilidade urbana";"primary[Luiza Gagno Azolin(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.18.2020.tde-14052020-122955";"masterThesis";"por"
"USP_e0529dcfaae72cab8d3ba58ce69581f5";"Ensino de Astronomia: dispositivo de apontamento e acompanhamento automático de objetos celestes";"primary[Ubiratan de Campos(NA)]";"";"USP";"masterThesis";"openAccess";"2019";"https://doi.org/10.11606/D.14.2020.tde-04032020-171907";"masterThesis";"por"
"USP_6e62dceb3feb033a5255a15feb1f5b9f";"Análise estrutural de descontinuidades baseada em técnicas de structure from motion: aplicação em mina a céu aberto";"primary[Camila Duelis Viana(NA)]";"";"USP";"masterThesis";"openAccess";"2015";"https://doi.org/10.11606/D.44.2015.tde-08072015-150656";"masterThesis";"por"
"USP_6c161be30141beb0902b49a33a281d33";"New Physics with Light Mediators";"primary[Ana Luisa Foguel da Silva(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.43.2022.tde-16052022-204323";"masterThesis";"eng"
"USP_6078d54d530490db774c6c7fd0fce4cb";"Desenvolvimento de um programa computacional para avaliação postural de código aberto e gratuito";"primary[Carlos Enrique López Noriega(NA)]";"";"USP";"masterThesis";"openAccess";"2012";"https://doi.org/10.11606/D.47.2012.tde-15062012-105633";"masterThesis";"por"
"USP_93eb38a210334545721558f9f41c0995";"Desenvolvimento de uma camada semântica para um protótipo de repositório de dados de pesquisas de análise por ativação neutrônica";"primary[Glauber Mauch de Carvalho(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.85.2020.tde-17122020-112928";"masterThesis";"por"
"USP_9884ee253c3237e30be33b56cdd14628";"Software para cálculo de fluxo e pressões em silos cilíndricos metálicos para armazenamento de produtos agrícolas e industriais";"primary[Licia Carvalho Coelho(NA)]";"";"USP";"masterThesis";"openAccess";"2016";"https://doi.org/10.11606/D.18.2016.tde-11102016-113651";"masterThesis";"por"
"USP_9c36af522ae5e67145a99acd40521778";"Modelagem de prótese craniana lateral paciente-específica baseada em regressão polinomial.";"primary[Mariana Guerra Marins Garcia(NA)]";"";"USP";"masterThesis";"openAccess";"2021";"https://doi.org/10.11606/D.3.2021.tde-10082021-152559";"masterThesis";"por"
"USP_c55a9baaf1be571f51dfd7f3bccbf569";"Utilização do protocolo MTConnect para monitoramento e análise dos dados gerados pelo Controle Numérico Computadorizado";"primary[Marcelo Pereira de Santana(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.55.2020.tde-09062020-122229";"masterThesis";"por"
"USP_680b385d3d99e84ad1c204c8ebd73f14";"Promoção com redução de preços figurada como \'nudge\' e indutor de compra: aspectos \'não racionais\' da tomada de decisão do consumidor";"primary[Patricia Angelo de Castro Cotti(NA)]";"";"USP";"doctoralThesis";"openAccess";"2021";"https://doi.org/10.11606/T.12.2021.tde-12112021-173223";"doctoralThesis";"por"
"UEL_8b856a57ea5773ce44ff0849cb4d2173";"Neutrinos estéreis : avaliação da sensibilidade de experimentos tipo DAR";"primary[Ricardo Henrique De Bassi(NA)]";"";"UEL";"masterThesis";"openAccess";"2021";"http://www.bibliotecadigital.uel.br/document/?code=vtls000235795";"masterThesis";"por"
"UPM_8ff03f0728e9f7cd53fd321d76d60e48";"Estudo sobre os métodos de diversidade para sistemas de TV digital";"primary[Rabaça, Ricardo Seriacopi(http://lattes.cnpq.br/4655443426079175)]";"diversidade|Advanced Television Systems Committee 3.0 (ATSC 3.0)|SDR|GRC|SIMO|televisão digital|MRC|LDM|algoritmo de Alamouti";"MACKENZIE";"masterThesis";"openAccess";"2017";"http://dspace.mackenzie.br/handle/10899/24459";"masterThesis";"por"
"USP_5865d0414d6919cbc7a485f51d91e866";"Otimização de parâmetros para modelos baseados no conceito de contribuição de grupos aplicado ao cálculo de viscosidade de misturas não ideais";"primary[Camila Nardi Pinto(NA)]";"";"USP";"doctoralThesis";"openAccess";"2019";"https://doi.org/10.11606/T.74.2019.tde-02122019-094026";"doctoralThesis";"por"
"USP_d3b91579d70da9841a0453d8f485599c";"Identificação automática do comportamento do tráfego a partir de imagens de vídeo";"primary[Leandro Arab Marcomini(NA)]";"";"USP";"masterThesis";"openAccess";"2018";"https://doi.org/10.11606/D.18.2018.tde-01102018-102649";"masterThesis";"por"
